, Authors,Quotes,Likes,Tags
1,Roy T. Bennett,“Maturity is when you stop complaining and making excuses in your life; you realize everything that happens in life is a result of the previous choice you’ve made and start making new choices to change your life.”,118,"['change,', 'changes,', 'choice,', 'choices,', 'complain,', 'complaint,', 'excuses,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'maturity,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'startup']"
2,Henry Ford,“You can't learn in school what the world is going to do next year.”,108,['motivational']
3,"Roy T. Bennett,","“The comfort zone is a psychological state in which one feels familiar, safe, at ease, and secure.",94,"['accomplishments,', 'big-dreams,', 'chances,', 'choices,', 'comfort-zone,', 'dream,', 'dreams,', 'dreams-quotes,', 'goals,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'mind,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'plans,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'procrastination,', 'striving,', 'success,', 'success-quotes,', 'talents']"
4,"Arnold Schwarzenegger,",“What is the point of being on this Earth if you are going to be like everyone else?”,92,"['inspirational,', 'motivational,', 'originality']"
5,"Flora Rheta Schreiber,",“You're never ready for what you have to do. You just do it. That makes you ready.”,90,"['inspirational,', 'motivational']"
6,"Steve Maraboli,","“When we replace a sense of service and gratitude with a sense of entitlement and expectation, we quickly see the demise of our relationships, society, and economy.”",88,"['economy,', 'entitlement,', 'gratitude,', 'inspirational,', 'motivational,', 'relationships,', 'service,', 'society']"
7,US Navy SEALs,“The only easy day was yesterday.”,78,"['army,', 'inspirational,', 'motivational']"
8,Roy T. Bennett,“Discipline your mind to see the good in every situation and look on the best side of every event.,75,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
9,"Steve Maraboli,",“Today is yours to shape. Create a masterpiece!”,68,"['action,', 'inspirational,', 'life,', 'motivational,', 'now,', 'today']"
10,"Steve Maraboli,",“Live your vision and demand your success.”,67,"['action,', 'intent,', 'life,', 'motivational,', 'success,', 'vision']"
11,Roy T. Bennett,“Whatever choice you make makes you. Choose wisely.”,66,"['choice,', 'choices,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'wisdom,', 'wise']"
12,"Steve Maraboli,",“Live Today! Do not allow your spirit to be softened of your happiness to be limited by a day you cannot have back or a day that does not yet exist.”,63,"['action,', 'happiness,', 'inspirational,', 'life,', 'living-in-the-present,', 'motivational,', 'this-moment,', 'today,', 'tomorrow,', 'yesterday']"
13,"Steve Maraboli,",“Your dream is a reality that is waiting for you to materialize. Today is a new day! Don’t let your history interfere with your destiny! Learn from your past so that it can empower your present and propel you to greatness”,62,"['action,', 'choice,', 'empowerment,', 'gratitude,', 'inspirational,', 'motivational,', 'present,', 'seize-the-day,', 'success']"
14,"Steve Maraboli,","“Interrupt your thoughts of ""I should"", with your action of doing.”",55,"['action,', 'change,', 'intent,', 'life,', 'motivational,', 'success']"
15,Roy T. Bennett,“Dream big. Wake up. Take the first step into the unknown.”,54,"['dream,', 'dreams,', 'faith,', 'goals,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
16,"Amit Kalantri,","“You need mountains, long staircases don't make good hikers.”",51,"['adage,', 'alpinism,', 'alpinist,', 'amit-kalantri,', 'amit-kalantri-proverb,', 'amit-kalantri-quotes,', 'amit-kalantri-writer,', 'bus,', 'car,', 'catch-line,', 'catchphrase,', 'experiences,', 'experiment,', 'explore,', 'google,', 'hiker,', 'hiking,', 'information-technology,', 'inspirational,', 'journey,', 'knowledge,', 'motivational,', 'mount-everest,', 'mountain,', 'mountaineering,', 'movie-dialogue,', 'movies,', 'observe,', 'path,', 'philosophy,', 'practical,', 'practice,', 'road,', 'search-engine,', 'social-networking,', 'staircase,', 'story,', 'student,', 'success,', 'tagline,', 'taglines,', 'tale,', 'teach,', 'teacher,', 'teaching,', 'temporary,', 'tour,', 'tourist,', 'travel,', 'traveller,', 'travelling,', 'trek,', 'trekking,', 'true,', 'truth,', 'truth-finding,', 'voyage,', 'walking-the-road,', 'wisdom']"
17,"Bangambiki Habyarimana,","“Success in life is not for those who run fast, but for those who keep running and always on the move.”",43,"['achieve,', 'achieve-your-dreams,', 'achievement,', 'achievement-and-attitude,', 'achievement-quotes,', 'achievements,', 'achievements-success,', 'achiever,', 'achievers,', 'all-is-yours,', 'bangambiki-habyarimana,', 'believe-in-yourself,', 'believe-in-yourself-quotes,', 'create-your-future,', 'create-your-life,', 'create-your-reality,', 'create-your-world,', 'entrepreneur,', 'entrepreneur-quote,', 'entrepreneurial,', 'entrepreneurship,', 'entrepreneurship-quotes,', 'entrepreneurship-training,', 'focus,', 'focus-on-success,', 'focus-on-the-prize-ahead,', 'focus-on-your-dreams,', 'focus-on-your-life,', 'focused,', 'focusing,', 'goal-setting,', 'goals,', 'goals-and-dreams,', 'goals-and-plans,', 'goals-in-life,', 'goals-quotes,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-living,', 'inspirational-quote,', 'inspirational-quotes,', 'inspire,', 'inspired,', 'inspired-life,', 'inspired-living,', 'inspired-mind,', 'inspired-quotes,', 'inspired-soul,', 'life-energy,', 'motivate,', 'motivate-myself,', 'motivate-yourself,', 'motivated,', 'motivation,', 'motivational,', 'motivational-enlightenment,', 'motivational-quote,', 'motivational-quotes,', 'positive,', 'positive-attitude,', 'positive-mindset,', 'positive-motivation,', 'positive-outlook,', 'positive-quotes,', 'positive-thinking,', 'positive-thinking-quotes,', 'positive-thought,', 'positive-thoughts,', 'running-quotes,', 'succeed,', 'succeeded,', 'succeeding,', 'succeeding-in-life,', 'succeeds,', 'success,', 'success-quote,', 'success-quotes,', 'success-strategies,', 'successful-living,', 'successful-people,', 'the-great-pearl-of-wisdom,', 'win,', 'winners,', 'winners-and-losers,', 'winners-mentality,', 'winning,', 'winning-and-losing,', 'winning-attitude,', 'winning-from-with-in,', 'winning-from-within,', 'winning-goal,', 'winning-in-life,', 'winning-mentality,', 'winning-the-game,', 'words-of-revelation,', 'words-of-wisdom,', 'words-of-wisdom-inspirational,', 'words-to-inspire-you,', 'words-to-live-by,', 'words-to-ponder,', 'you-are-a-god,', 'you-are-great,', 'you-are-powerful,', 'you-are-the-universe,', 'you-create-things-by-your-mouth']"
18,"Stephen Richards,",“The first place where self-esteem begins its journey is within us.”,42,"['cosmic,', 'cosmic-ordering,', 'law-of-attraction,', 'mind-body-spirit,', 'mind-power,', 'money,', 'motivational,', 'new-age,', 'new-thought,', 'positive-thinking,', 'self-empowerment,', 'self-esteem,', 'self-help,', 'self-help-book,', 'self-improvement,', 'self-motivation,', 'stephen-richards,', 'wealth,', 'wealth-creation']"
19,"Steve Maraboli,","“Make a pact with yourself today to not be defined by your past. Instead, shake things up today! Live through today. Don’t just exist through it - LIVE through it!”",38,"['action,', 'choice,', 'existing,', 'inspirational,', 'living,', 'motivational,', 'success']"
20,"K.M. Johnson,","“Just because you're in a situation, doesn't mean you have to be that situation. You're not the situation you're in!”",36,"['inspirational,', 'life,', 'motivational,', 'wisdom']"
21,"Steve Maraboli,",“Live life with a purpose and live it full out.”,36,"['inspirational,', 'life,', 'motivational,', 'purpose']"
22,"George Bernard Shaw,",“I hear you say 'Why?' Always 'Why?' You see things; and you say 'Why?' But I dream things that never were; and I say 'Why not?”,35,"['inspirational,', 'motivational']"
23,"Steve  Pemberton,","“Each day offers you an opportunity to overcome obstacles and fears in your life. Those victories, however small they appear, are significant and don’t need to be measured against or compared with those of someone else. They stand on their own as important measures of your own personal capabilities.”",35,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
24,"Steve Maraboli,",“Never confuse someone else's inability to do something with its inability to be done.”,34,"['action,', 'life,', 'motivational']"
25,"ياسر حارب,",“أن تحاول مرارا لا يعني أنك غير قادر على النجاح بل يعني أنك غير قابل بالفشل”,29,['motivational']
26,Ernest Shackleton,“Superhuman effort isn't worth a damn unless it achieves results.”,27,['motivational']
27,Les Brown,“Too many of us are not living our dreams because we are living out fears.”,24,"['inspirational,', 'les-brown,', 'motivational']"
28,Les Brown,“you don't have to be great to get started but you have to to get started to be great”,23,"['inspirational,', 'motivational,', 'writers-quotes,', 'writing-inspiration']"
29,Immanuel Kant,“To be is to do.”,19,['motivational']
0,"Steve Maraboli,",“Free yourself from the burden of feeling the need to hold on to anything. Let go… you are a part of everything.”,97,"['burden,', 'free,', 'happiness,', 'inspirational,', 'let-go,', 'motivational,', 'success']"
1,"Steve Maraboli,","“How would your life be different if...You were conscious about the food you ate, the people you surround yourself with, and the media you watch, listen to, or read? Let today be the day...You pay attention to what you feed your mind, your body, and your life. Create a nourishing environment conducive to your growth and well-being today.”",96,"['body,', 'conscious,', 'food,', 'growth,', 'inspirational,', 'life,', 'media,', 'mind,', 'motivational,', 'nourishment,', 'people,', 'well-being']"
2,Steve Maraboli,"“Learn from your history, but don’t live in it.”",92,"['happiness,', 'history,', 'inspirational,', 'learn,', 'live,', 'mistakes,', 'motivational,', 'success']"
3,Ernest Barbaric,“Create. Not for the money. Not for the fame. Not for the recognition. But for the pure joy of creating something and sharing it.”,89,"['create,', 'creating,', 'creation,', 'creative-act,', 'creative-genius,', 'creative-mind,', 'creative-process,', 'creative-work,', 'creative-writing,', 'creatives,', 'creativity,', 'creativity-quotes,', 'creator,', 'desire,', 'desires,', 'do,', 'happiness,', 'inspiration,', 'inspirational,', 'inspirational-quote,', 'joy,', 'joy-of-life,', 'joy-quotes,', 'joyful-living,', 'joyfulness,', 'make-stuff,', 'motivate,', 'motivation,', 'motivational,', 'motivational-quote,', 'motivational-quotes,', 'motivators,', 'passion,', 'passion-project,', 'passion-projects,', 'passionate,', 'passions,', 'what-do-i-want,', 'what-do-we-want,', 'what-matters,', 'what-matters-most,', 'what-to-do,', 'what-to-live-for,', 'what-you-want,', 'why-are-we-here,', 'why-are-you-alive,', 'why-are-you-here,', 'why-do-you-want-it,', 'why-i-write,', 'why-we-are-alive,', 'why-we-are-here,', 'why-we-do-what-we-do,', 'why-we-live,', 'why-we-live-on-earth,', 'why-we-wake-up,', 'why-we-write']"
